INFO:2025-10-30 14:25:00,945:Starting HSC computation pipeline...
INFO:2025-10-30 14:25:44,095:Processing A0A0B4J2F0 with model AF-A0A0B4J2F0-F1-model_v4.pdb
ERROR:2025-10-30 14:25:44,122:No transcript record found for A0A0B4J2F0 in gnomAD.
INFO:2025-10-30 14:25:44,122:Processing A0A0B4J2F2 with model AF-A0A0B4J2F2-F1-model_v4.pdb
ERROR:2025-10-30 14:25:44,192:No ENST transcript IDs were mapped to A0A0B4J2F2
INFO:2025-10-30 14:25:44,192:Processing A0A0B4J2H0 with model AF-A0A0B4J2H0-F1-model_v4.pdb
ERROR:2025-10-30 14:25:44,219:No valid CDS found for A0A0B4J2H0
INFO:2025-10-30 14:25:44,220:Processing A0A0C4DGP1 with model AF-A0A0C4DGP1-F1-model_v4.pdb
INFO:2025-10-30 14:25:44,228:Computing HSC features for: A0A0C4DGP1, ENST00000578372, ../Ntranos_Rotation/ESM-SaProt/AF-A0A0C4DGP1-F1-model_v4.pdb.gz
INFO:2025-10-30 14:25:52,951:Successfully computed HSC for A0A0C4DGP1.
INFO:2025-10-30 14:25:52,951:Processing A0A0C4DH24 with model AF-A0A0C4DH24-F1-model_v4.pdb
ERROR:2025-10-30 14:25:52,991:No valid CDS found for A0A0C4DH24
INFO:2025-10-30 14:25:52,991:Processing A0A0C4DH25 with model AF-A0A0C4DH25-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,030:No valid CDS found for A0A0C4DH25
INFO:2025-10-30 14:25:53,030:Processing A0A0C4DH26 with model AF-A0A0C4DH26-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,069:No valid CDS found for A0A0C4DH26
INFO:2025-10-30 14:25:53,070:Processing A0A0C4DH27 with model AF-A0A0C4DH27-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,095:No valid CDS found for A0A0C4DH27
INFO:2025-10-30 14:25:53,095:Processing A0A0C4DH28 with model AF-A0A0C4DH28-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,108:No valid CDS found for A0A0C4DH28
INFO:2025-10-30 14:25:53,108:Processing A0A0C4DH29 with model AF-A0A0C4DH29-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,185:No valid CDS found for A0A0C4DH29
INFO:2025-10-30 14:25:53,185:Processing A0A0C4DH30 with model AF-A0A0C4DH30-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,286:No valid CDS found for A0A0C4DH30
INFO:2025-10-30 14:25:53,286:Processing A0A0C4DH31 with model AF-A0A0C4DH31-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,321:No valid CDS found for A0A0C4DH31
INFO:2025-10-30 14:25:53,321:Processing A0A0C4DH32 with model AF-A0A0C4DH32-F1-model_v4.pdb
ERROR:2025-10-30 14:25:53,334:No valid CDS found for A0A0C4DH32
INFO:2025-10-30 14:25:53,334:Pipeline completed.
INFO:2025-10-30 14:25:53,334:no_enst_for_uniprot: 3
INFO:2025-10-30 14:25:53,334:no_valid_cds: 43
INFO:2025-10-30 14:25:53,334:no_variant_data: 3
INFO:2025-10-30 14:25:53,334:bad_structure: 0
INFO:2025-10-30 14:25:53,334:no_enst_mp: 0
